,match_id,inning,bowling_team,avg_over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,over-binned,Chennai Super Kings,Deccan Chargers,Delhi Capitals,Delhi Daredevils,Gujarat Lions,Kings XI Punjab,Kochi Tuskers Kerala,Kolkata Knight Riders,Mumbai Indians,Pune Warriors,Rajasthan Royals,Rising Pune Supergiant,Rising Pune Supergiants,Royal Challengers Bangalore,Sunrisers Hyderabad
107630,454,2,Chennai Super Kings,0.0,6,RG Sharma,KA Pollard,CH Morris,0,0,0,0,0,0,0,0,0,RG Sharma,caught,DJ Bravo,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107647,454,2,Chennai Super Kings,0.0,5,KA Pollard,AT Rayudu,RA Jadeja,0,0,0,0,0,0,0,0,0,KA Pollard,caught,MEK Hussey,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107653,454,2,Chennai Super Kings,0.0,5,Harbhajan Singh,AT Rayudu,DJ Bravo,0,0,0,0,0,0,0,0,0,Harbhajan Singh,caught,M Vijay,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107664,454,2,Chennai Super Kings,0.0,3,MG Johnson,AT Rayudu,DJ Bravo,0,0,0,0,0,0,0,0,0,MG Johnson,caught,SK Raina,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107667,454,2,Chennai Super Kings,0.0,6,SL Malinga,AT Rayudu,DJ Bravo,0,0,0,0,0,0,0,0,0,SL Malinga,caught,MEK Hussey,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107669,454,2,Chennai Super Kings,0.0,2,AT Rayudu,PP Ojha,MM Sharma,0,0,0,0,0,0,0,0,0,AT Rayudu,caught,CH Morris,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107671,454,2,Chennai Super Kings,0.0,4,PP Ojha,MM Patel,MM Sharma,0,0,0,0,0,0,0,0,0,PP Ojha,caught,DJ Bravo,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107677,455,1,Rajasthan Royals,1.0,6,PA Patel,S Dhawan,VS Malik,0,0,0,0,0,0,0,0,0,PA Patel,caught,SV Samson,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107686,455,1,Rajasthan Royals,0.2631578947368421,3,GH Vihari,S Dhawan,VS Malik,0,0,0,0,0,0,0,0,0,GH Vihari,caught,KK Cooper,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107737,455,1,Rajasthan Royals,0.0,6,CL White,S Dhawan,SK Trivedi,0,0,0,0,0,0,0,0,0,CL White,caught,KK Cooper,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107766,455,1,Rajasthan Royals,0.0,4,S Dhawan,DJG Sammy,JP Faulkner,0,0,0,0,0,0,0,0,0,S Dhawan,caught,SK Trivedi,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107778,455,1,Rajasthan Royals,0.0,2,DJG Sammy,NLTC Perera,SR Watson,0,0,0,0,0,0,1,0,1,DJG Sammy,run out,R Shukla (sub),low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107783,455,1,Rajasthan Royals,0.0,7,NLTC Perera,BB Samantray,SR Watson,0,0,0,0,0,0,0,0,0,NLTC Perera,caught,DH Yagnik,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107792,455,1,Rajasthan Royals,0.0,3,BB Samantray,KV Sharma,JP Faulkner,0,0,0,0,0,0,1,0,1,BB Samantray,run out,AM Rahane,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107807,455,2,Sunrisers Hyderabad,0.47368421052631576,6,R Dravid,AM Rahane,I Sharma,0,0,0,0,0,0,0,0,0,R Dravid,caught,KV Sharma,medium,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107835,455,2,Sunrisers Hyderabad,0.05263157894736842,4,SR Watson,AM Rahane,KV Sharma,0,0,0,0,0,0,0,0,0,SR Watson,caught,DJG Sammy,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107966,456,1,Mumbai Indians,0.05263157894736842,4,SR Watson,R Dravid,Harbhajan Singh,0,0,0,0,0,0,0,0,0,SR Watson,caught,RG Sharma,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107972,456,1,Mumbai Indians,0.05263157894736842,4,SV Samson,R Dravid,SL Malinga,0,0,0,0,0,0,0,0,0,SV Samson,caught,Harbhajan Singh,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107987,456,1,Mumbai Indians,0.0,1,R Dravid,STR Binny,Harbhajan Singh,0,0,0,0,0,0,0,0,0,R Dravid,caught,RG Sharma,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108006,456,1,Mumbai Indians,0.0,1,STR Binny,BJ Hodge,KA Pollard,0,0,0,0,0,0,0,0,0,STR Binny,caught,Harbhajan Singh,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108008,456,1,Mumbai Indians,0.0,3,KK Cooper,BJ Hodge,KA Pollard,0,0,0,0,0,0,0,0,0,KK Cooper,caught,DR Smith,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108095,456,2,Rajasthan Royals,0.05263157894736842,1,AP Tare,DR Smith,KK Cooper,0,0,0,0,0,0,0,0,0,AP Tare,caught,SV Samson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108126,456,2,Rajasthan Royals,0.0,1,KD Karthik,DR Smith,KK Cooper,0,0,0,0,0,0,0,0,0,KD Karthik,caught,AM Rahane,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108140,456,2,Rajasthan Royals,0.0,3,DR Smith,KA Pollard,STR Binny,0,0,0,0,0,0,0,0,0,DR Smith,caught,SV Samson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108146,456,2,Rajasthan Royals,0.0,3,KA Pollard,AT Rayudu,JP Faulkner,0,0,0,0,0,0,0,0,0,KA Pollard,caught,KK Cooper,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108271,457,1,Chennai Super Kings,0.0,6,Harbhajan Singh,KA Pollard,DJ Bravo,0,0,0,0,0,0,0,0,0,Harbhajan Singh,caught,MEK Hussey,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108276,457,1,Chennai Super Kings,0.0,4,R Dhawan,KA Pollard,CH Morris,0,0,0,0,0,0,2,0,2,R Dhawan,run out,MM Sharma,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108279,457,1,Chennai Super Kings,0.0,1,MG Johnson,KA Pollard,DJ Bravo,0,0,0,0,0,0,0,0,0,MG Johnson,caught,MS Dhoni,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108281,457,1,Chennai Super Kings,0.0,3,SL Malinga,KA Pollard,DJ Bravo,0,0,0,0,0,0,0,0,0,SL Malinga,caught,MS Dhoni,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108289,457,2,Mumbai Indians,1.0,5,SK Raina,M Vijay,SL Malinga,0,0,0,0,0,0,0,0,0,SK Raina,caught,DR Smith,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108294,457,2,Mumbai Indians,0.47368421052631576,4,S Badrinath,M Vijay,MG Johnson,0,0,0,0,0,0,0,0,0,S Badrinath,caught,KD Karthik,medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108322,457,2,Mumbai Indians,0.10526315789473684,6,DJ Bravo,M Vijay,R Dhawan,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,MG Johnson,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108326,457,2,Mumbai Indians,0.05263157894736842,4,RA Jadeja,M Vijay,Harbhajan Singh,0,0,0,0,0,0,0,0,0,RA Jadeja,caught,KA Pollard,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108331,457,2,Mumbai Indians,0.05263157894736842,3,M Vijay,MS Dhoni,MG Johnson,0,0,0,0,0,0,0,0,0,M Vijay,caught,RG Sharma,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108356,457,2,Mumbai Indians,0.0,3,CH Morris,MS Dhoni,Harbhajan Singh,0,0,0,0,0,0,0,0,0,CH Morris,caught,KD Karthik,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108394,457,2,Mumbai Indians,0.0,4,R Ashwin,MS Dhoni,KA Pollard,0,0,0,0,0,0,0,0,0,R Ashwin,caught,AR Patel (sub),low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108522,458,1,Mumbai Indians,0.0,6,RV Uthappa,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,RG Sharma,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108524,458,1,Mumbai Indians,0.0,2,JH Kallis,YK Pathan,SL Malinga,0,0,0,0,0,0,0,0,0,JH Kallis,caught,CJ Anderson,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108529,458,1,Mumbai Indians,0.0,7,Shakib Al Hasan,YK Pathan,SL Malinga,0,0,0,0,0,0,0,0,0,Shakib Al Hasan,caught,RG Sharma,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108627,458,2,Kolkata Knight Riders,0.0,2,RG Sharma,AT Rayudu,M Morkel,0,0,0,0,0,0,0,0,0,RG Sharma,caught,JH Kallis,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108632,458,2,Kolkata Knight Riders,0.0,1,AT Rayudu,KA Pollard,SP Narine,0,0,0,0,0,0,0,0,0,AT Rayudu,stumped,RV Uthappa,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108656,458,2,Kolkata Knight Riders,0.0,6,CM Gautam,KA Pollard,PP Chawla,0,0,0,0,0,0,0,0,0,CM Gautam,stumped,RV Uthappa,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108675,459,1,Royal Challengers Bangalore,0.2631578947368421,6,MA Agarwal,M Vijay,MA Starc,0,0,0,0,0,0,0,0,0,MA Agarwal,caught,V Kohli,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108678,459,1,Royal Challengers Bangalore,0.21052631578947367,3,KD Karthik,M Vijay,JA Morkel,0,0,0,0,0,0,0,0,0,KD Karthik,caught,PA Patel,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108682,459,1,Royal Challengers Bangalore,0.15789473684210525,1,MK Tiwary,M Vijay,VR Aaron,0,0,0,0,0,0,0,0,0,MK Tiwary,caught,PA Patel,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108793,459,2,Delhi Daredevils,0.47368421052631576,5,NJ Maddinson,PA Patel,Mohammed Shami,0,0,0,0,0,0,0,0,0,NJ Maddinson,caught,KD Karthik,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108968,460,1,Kings XI Punjab,0.0,4,BB McCullum,DR Smith,AR Patel,0,0,0,0,0,0,0,0,0,BB McCullum,caught,GJ Maxwell,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108992,460,1,Kings XI Punjab,0.0,3,DR Smith,SK Raina,L Balaji,0,0,0,0,0,0,0,0,0,DR Smith,caught,GJ Bailey,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109006,460,1,Kings XI Punjab,0.0,4,SK Raina,MS Dhoni,P Awana,0,0,0,0,0,0,0,0,0,SK Raina,caught,V Sehwag,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109014,460,1,Kings XI Punjab,0.0,6,MS Dhoni,DJ Bravo,L Balaji,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,R Dhawan,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109137,461,1,Rajasthan Royals,1.0,5,AJ Finch,S Dhawan,DS Kulkarni,0,0,0,0,0,0,0,0,0,AJ Finch,caught,KW Richardson,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109204,461,1,Rajasthan Royals,0.0,3,S Dhawan,DA Warner,R Bhatia,0,0,0,0,0,0,0,0,0,S Dhawan,caught,KW Richardson,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109215,461,1,Rajasthan Royals,0.0,2,DA Warner,KL Rahul,R Bhatia,0,0,0,0,0,0,0,0,0,DA Warner,caught,KW Richardson,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109239,461,1,Rajasthan Royals,0.0,7,KL Rahul,DJG Sammy,DS Kulkarni,0,0,0,0,0,0,0,0,0,KL Rahul,caught,AM Rahane,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109242,461,1,Rajasthan Royals,0.0,3,DJG Sammy,Y Venugopal Rao,KW Richardson,0,0,0,0,0,0,0,0,0,DJG Sammy,caught,SV Samson,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109255,461,1,Rajasthan Royals,0.0,4,KV Sharma,Y Venugopal Rao,KW Richardson,0,0,0,0,0,0,0,0,0,KV Sharma,caught,BJ Hodge,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109278,461,2,Sunrisers Hyderabad,0.21052631578947367,3,SV Samson,AM Rahane,B Kumar,0,0,0,0,0,0,0,0,0,SV Samson,caught,S Dhawan,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109296,461,2,Sunrisers Hyderabad,0.05263157894736842,2,SR Watson,AM Rahane,I Sharma,0,0,0,0,0,0,0,0,0,SR Watson,caught,KL Rahul,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109355,461,2,Sunrisers Hyderabad,0.0,6,AM Rahane,STR Binny,A Mishra,0,0,0,0,0,0,0,0,0,AM Rahane,caught,AJ Finch,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109365,461,2,Sunrisers Hyderabad,0.0,4,BJ Hodge,STR Binny,A Mishra,0,0,0,0,0,0,0,0,0,BJ Hodge,caught,DJG Sammy,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109370,461,2,Sunrisers Hyderabad,0.0,3,R Bhatia,STR Binny,DW Steyn,0,0,0,0,0,0,0,0,0,R Bhatia,caught,AJ Finch,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109400,462,1,Royal Challengers Bangalore,0.21052631578947367,6,MEK Hussey,AP Tare,JA Morkel,0,0,0,0,0,0,0,0,0,MEK Hussey,caught,YS Chahal,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109420,462,1,Royal Challengers Bangalore,0.05263157894736842,5,AP Tare,AT Rayudu,VR Aaron,0,0,0,0,0,0,0,0,0,AP Tare,caught,NJ Maddinson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109434,462,1,Royal Challengers Bangalore,0.05263157894736842,1,RG Sharma,AT Rayudu,YS Chahal,0,0,0,0,0,0,0,0,0,RG Sharma,caught,AB de Villiers,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109447,462,1,Royal Challengers Bangalore,0.0,2,KA Pollard,AT Rayudu,YS Chahal,0,0,0,0,0,0,0,0,0,KA Pollard,caught,S Rana,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109479,462,1,Royal Challengers Bangalore,0.0,3,AT Rayudu,CJ Anderson,MA Starc,0,0,0,0,0,0,0,0,0,AT Rayudu,caught,AB de Villiers,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109480,462,1,Royal Challengers Bangalore,0.0,4,CJ Anderson,Harbhajan Singh,MA Starc,0,0,0,0,0,0,0,0,0,CJ Anderson,caught,V Kohli,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109484,462,1,Royal Challengers Bangalore,0.0,2,Z Khan,Harbhajan Singh,AB Dinda,0,0,0,0,0,0,0,0,0,Z Khan,caught,S Rana,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109498,462,1,Royal Challengers Bangalore,0.0,4,PP Ojha,SL Malinga,MA Starc,0,0,0,0,0,0,0,0,0,SL Malinga,run out,Yuvraj Singh,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109521,462,2,Mumbai Indians,0.21052631578947367,3,V Kohli,PA Patel,Z Khan,0,0,0,0,0,0,0,0,0,V Kohli,caught,Harbhajan Singh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109608,463,1,Delhi Daredevils,1.0,2,JH Kallis,G Gambhir,Mohammed Shami,0,0,0,0,0,0,0,0,0,JH Kallis,caught,LRPL Taylor,high,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109619,463,1,Delhi Daredevils,0.47368421052631576,4,G Gambhir,MK Pandey,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,G Gambhir,caught,JP Duminy,medium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109715,463,1,Delhi Daredevils,0.0,6,RV Uthappa,Shakib Al Hasan,JD Unadkat,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,LRPL Taylor,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109740,463,2,Kolkata Knight Riders,1.0,5,M Vijay,MA Agarwal,R Vinay Kumar,0,0,0,0,0,0,0,0,0,M Vijay,run out,MK Pandey,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109760,463,2,Kolkata Knight Riders,0.21052631578947367,6,MA Agarwal,KD Karthik,M Morkel,0,0,0,0,0,0,0,0,0,MA Agarwal,caught,PP Chawla,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109833,463,2,Kolkata Knight Riders,0.0,6,MK Tiwary,JP Duminy,M Morkel,0,0,0,0,0,0,0,0,0,MK Tiwary,caught,SP Narine,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109854,463,2,Kolkata Knight Riders,0.0,2,JDS Neesham,JP Duminy,PP Chawla,0,0,0,0,0,0,0,0,0,JDS Neesham,caught,YK Pathan,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109873,464,1,Kings XI Punjab,0.2631578947368421,6,AM Nayar,AM Rahane,P Awana,0,0,0,0,0,0,0,0,0,AM Rahane,run out,GJ Bailey,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109951,464,1,Kings XI Punjab,0.0,3,STR Binny,SV Samson,MG Johnson,0,0,0,0,0,0,0,0,0,STR Binny,caught,DA Miller,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109989,464,2,Rajasthan Royals,0.47368421052631576,4,V Sehwag,CA Pujara,DS Kulkarni,0,0,0,0,0,0,0,0,0,V Sehwag,caught,STR Binny,medium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109995,464,2,Rajasthan Royals,0.2631578947368421,4,WP Saha,CA Pujara,JP Faulkner,0,0,0,0,0,0,0,0,0,WP Saha,caught,DS Kulkarni,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110064,464,2,Rajasthan Royals,0.0,5,GJ Maxwell,CA Pujara,KW Richardson,0,0,0,0,0,0,0,0,0,GJ Maxwell,caught,SPD Smith,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110115,465,1,Delhi Daredevils,0.21052631578947367,2,BB McCullum,DR Smith,JD Unadkat,0,0,0,0,0,0,0,0,0,BB McCullum,caught,WD Parnell (sub),low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110184,465,1,Delhi Daredevils,0.0,4,SK Raina,F du Plessis,JDS Neesham,0,0,0,0,0,0,0,0,0,SK Raina,caught,M Vijay,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110200,465,1,Delhi Daredevils,0.0,2,F du Plessis,MS Dhoni,Mohammed Shami,0,0,0,0,0,0,0,0,0,F du Plessis,caught,M Vijay,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110208,465,1,Delhi Daredevils,0.0,4,MS Dhoni,RA Jadeja,JD Unadkat,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,MA Agarwal,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110210,465,1,Delhi Daredevils,0.0,6,RA Jadeja,M Manhas,JD Unadkat,0,0,0,0,0,0,0,0,0,RA Jadeja,caught,KD Karthik,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110216,465,1,Delhi Daredevils,0.0,6,M Manhas,R Ashwin,Mohammed Shami,0,0,0,0,0,0,0,0,0,R Ashwin,run out,Mohammed Shami,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110230,465,2,Chennai Super Kings,0.2631578947368421,1,MA Agarwal,M Vijay,IC Pandey,0,0,0,0,0,0,0,0,0,MA Agarwal,caught,SK Raina,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110238,465,2,Chennai Super Kings,0.21052631578947367,3,M Vijay,KD Karthik,MM Sharma,0,0,0,0,0,0,0,0,0,M Vijay,caught,F du Plessis,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110243,465,2,Chennai Super Kings,0.15789473684210525,2,MK Tiwary,KD Karthik,IC Pandey,0,0,0,0,0,0,0,0,0,MK Tiwary,caught,F du Plessis,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110274,465,2,Chennai Super Kings,0.05263157894736842,2,LRPL Taylor,KD Karthik,BW Hilfenhaus,0,0,0,0,0,0,0,0,0,LRPL Taylor,caught,MS Dhoni,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110301,465,2,Chennai Super Kings,0.0,5,JDS Neesham,S Nadeem,RA Jadeja,0,0,0,0,0,0,0,0,0,JDS Neesham,caught,SK Raina,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110305,465,2,Chennai Super Kings,0.0,3,Mohammed Shami,S Nadeem,R Ashwin,0,0,0,0,0,0,0,0,0,Mohammed Shami,caught,BB McCullum,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110313,465,2,Chennai Super Kings,0.0,4,S Nadeem,JD Unadkat,RA Jadeja,0,0,0,0,0,0,0,0,0,S Nadeem,caught,SK Raina,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110353,466,1,Sunrisers Hyderabad,0.05263157894736842,4,V Sehwag,CA Pujara,A Mishra,0,0,0,0,0,0,0,0,0,V Sehwag,caught,DJG Sammy,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110380,466,1,Sunrisers Hyderabad,0.0,6,CA Pujara,GJ Maxwell,DJG Sammy,0,0,0,0,0,0,0,0,0,CA Pujara,caught,Y Venugopal Rao,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110408,466,1,Sunrisers Hyderabad,0.0,3,DA Miller,GJ Maxwell,B Kumar,0,0,0,0,0,0,0,0,0,DA Miller,caught,DA Warner,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110424,466,1,Sunrisers Hyderabad,0.0,7,GJ Maxwell,GJ Bailey,A Mishra,0,0,0,0,0,0,0,0,0,GJ Maxwell,caught,DJG Sammy,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110433,466,1,Sunrisers Hyderabad,0.0,2,GJ Bailey,MG Johnson,B Kumar,0,0,0,0,0,0,0,0,0,GJ Bailey,caught,DA Warner,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110446,466,2,Kings XI Punjab,0.47368421052631576,2,S Dhawan,AJ Finch,MG Johnson,0,0,0,0,0,0,0,0,0,S Dhawan,caught,WP Saha,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110470,466,2,Kings XI Punjab,0.15789473684210525,6,DA Warner,KL Rahul,L Balaji,0,0,0,0,0,0,0,0,0,DA Warner,caught,GJ Maxwell,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110523,466,2,Kings XI Punjab,0.0,3,DJG Sammy,KL Rahul,L Balaji,0,0,0,0,0,0,0,0,0,DJG Sammy,caught,AR Patel,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110527,466,2,Kings XI Punjab,0.0,1,KL Rahul,KV Sharma,AR Patel,0,0,0,0,0,0,0,0,0,KL Rahul,caught,DA Miller,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110547,466,2,Kings XI Punjab,0.0,3,KV Sharma,DW Steyn,MG Johnson,0,0,0,0,0,0,0,0,0,KV Sharma,caught,DA Miller,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110558,466,2,Kings XI Punjab,0.0,2,B Kumar,A Mishra,R Dhawan,0,0,0,0,0,0,0,0,0,B Kumar,caught,MG Johnson,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110591,467,1,Rajasthan Royals,0.10526315789473684,3,BB McCullum,DR Smith,JP Faulkner,0,0,0,0,0,0,0,0,0,BB McCullum,caught,SPD Smith,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110603,467,1,Rajasthan Royals,0.05263157894736842,2,DR Smith,SK Raina,STR Binny,0,0,0,0,0,0,0,0,0,DR Smith,caught,SR Watson,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110609,467,1,Rajasthan Royals,0.05263157894736842,2,SK Raina,F du Plessis,R Bhatia,0,0,0,0,0,0,0,0,0,SK Raina,caught,DS Kulkarni,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110620,467,1,Rajasthan Royals,0.0,1,MS Dhoni,F du Plessis,R Bhatia,0,0,0,0,0,0,0,0,0,F du Plessis,run out,R Bhatia,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110626,467,1,Rajasthan Royals,0.0,1,MS Dhoni,RA Jadeja,PV Tambe,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,JP Faulkner,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110649,467,1,Rajasthan Royals,0.0,5,M Manhas,RA Jadeja,R Bhatia,0,0,0,0,0,0,0,0,0,M Manhas,caught,AM Nayar,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110695,467,2,Chennai Super Kings,0.47368421052631576,3,AM Nayar,AM Rahane,IC Pandey,0,0,0,0,0,0,0,0,0,AM Nayar,run out,BB McCullum,medium,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110718,467,2,Chennai Super Kings,0.10526315789473684,2,AM Rahane,SV Samson,R Ashwin,0,0,0,0,0,0,0,0,0,AM Rahane,caught,M Manhas,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110726,467,2,Chennai Super Kings,0.05263157894736842,4,SR Watson,SV Samson,RA Jadeja,0,0,0,0,0,0,0,0,0,SR Watson,caught,BW Hilfenhaus,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110751,467,2,Chennai Super Kings,0.0,5,STR Binny,SPD Smith,MM Sharma,0,0,0,0,0,0,0,0,0,STR Binny,caught,F du Plessis,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110764,467,2,Chennai Super Kings,0.0,6,SPD Smith,R Bhatia,RA Jadeja,0,0,0,0,0,0,0,0,0,SPD Smith,caught,F du Plessis,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110767,467,2,Chennai Super Kings,0.0,3,JP Faulkner,R Bhatia,IC Pandey,0,0,0,0,0,0,0,0,0,JP Faulkner,caught,MS Dhoni,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110798,467,2,Chennai Super Kings,0.0,3,R Bhatia,DS Kulkarni,BW Hilfenhaus,0,0,0,0,0,0,0,0,0,R Bhatia,caught,R Ashwin,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110806,467,2,Chennai Super Kings,0.0,5,DS Kulkarni,PV Tambe,R Ashwin,0,0,0,0,0,0,1,0,1,PV Tambe,run out,F du Plessis,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
